Country Name,Country Code,Series,Series Code,2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018]
Austria,AUT,"Enrolment in primary education, male (number)",UIS.E.1.M,170842,169189,168070,168168,168435,168124.5,168779.5,169303,172469.66667,175071.5
Austria,AUT,"Enrolment in secondary education, both sexes (number)",SE.SEC.ENRL,762981,743709,723523,709910,706501.60833,697388.41667,691071.25202,687126.0273,687361.75992,687386.10595
Austria,AUT,"Enrolment in secondary education, female (number)",SE.SEC.ENRL.FE,363454,355262,345545,339252,338191.55,333290.66667,330650.11667,328245.55068,327578.10198,327853.14405
Austria,AUT,"Enrolment in secondary education, male (number)",UIS.E.23.M,399527,388447,377978,370658,368310.05833,364097.75,360421.13535,358880.47662,359783.65794,359532.9619
Austria,AUT,"Enrolment in tertiary education, all programmes, both sexes (number)",SE.TER.ENRL,345812,385499,400158,413482,422778.225,421224.81667,425971.69798,431124.95484,430370.39722,430195.275
Austria,AUT,"Enrolment in tertiary education, all programmes, female (number)",SE.TER.ENRL.FE,,,,,225937.2,224469.71667,226737.15,228707.7648,227451.58849,227756.40357
Austria,AUT,"Enrolment in tertiary education, all programmes, male (number)",UIS.E.58.M,,,,,196841.025,196755.1,199234.54798,202417.19004,202918.80873,202438.87143
Austria,AUT,"Enrolment in tertiary education, ISCED 6 programmes, both sexes (number)",UIS.E.6,,,,,180234.0047,179406.13892,183767.59481,192466.67837,195963.53312,199235.73132
Austria,AUT,"Enrolment in tertiary education, ISCED 6 programmes, female (number)",UIS.E.6.F,,,,,95686.25985,94737.11705,96769.23064,101469.33576,103058.64867,105292.70836
Austria,AUT,"Enrolment in tertiary education, ISCED 6 programmes, male (number)",UIS.E.6.M,,,,,84547.74485,84669.02187,86998.36417,90997.34261,92904.88444,93943.02296
Austria,AUT,"Enrolment in tertiary education, ISCED 7 programmes, both sexes (number)",UIS.E.7,,,,,140087.2222,139696.91685,140268.90275,137751.80873,135559.99039,135346.1126
Austria,AUT,"Enrolment in tertiary education, ISCED 7 programmes, female (number)",UIS.E.7.F,,,,,76918.12169,76587.85014,76939.51103,75090.67154,73315.69565,72990.48346
Austria,AUT,"Enrolment in tertiary education, ISCED 7 programmes, male (number)",UIS.E.7.M,,,,,63169.1005,63109.06671,63329.39173,62661.13719,62244.29474,62355.62914
Austria,AUT,"Enrolment in tertiary education, ISCED 8 programmes, both sexes (number)",UIS.E.8,,,,,25656.56536,24579.41842,24058.24892,23511.881,22867.89673,20396.37352
Austria,AUT,"Enrolment in tertiary education, ISCED 8 programmes, female (number)",UIS.E.8.F,,,,,12093.21309,11520.30286,11179.22222,10876.87018,10514.99695,9285.52128
Austria,AUT,"Enrolment in tertiary education, ISCED 8 programmes, male (number)",UIS.E.8.M,,,,,13563.35227,13059.11557,12879.0267,12635.01082,12352.89979,11110.85224
Austria,AUT,"Enrolment in upper secondary education, both sexes (number)",UIS.E.3,390882,382915,370947,367202,369841.60833,363187.58333,357536.08535,350733.69397,347205.92659,346135.10595
Austria,AUT,"Enrolment in upper secondary education, female (number)",UIS.E.3.F,182618,179610,174048,172765,174236.55,170998.16667,168415.61667,164855.55068,162965.76865,162145.97738
Austria,AUT,"Enrolment in upper secondary education, male (number)",UIS.E.3.M,208264,203305,196899,194437,195605.05833,192189.41667,189120.46868,185878.14329,184240.15794,183989.12857
Austria,AUT,GDP at market prices (constant 2005 US$),NY.GDP.MKTP.KD,384823184161.595,391892746544.69,403346977095.66,406091533760.531,406195106237.474,408881164188.391,413029270083.549,421631052473.627,432072509042.657,442527642505.434
Austria,AUT,GDP at market prices (current US$),NY.GDP.MKTP.CD,400172297860.517,391892746544.69,431120310088.82,409425234155.263,430068712971.867,441996131736.508,381817565893.574,395227684138.862,417282900758.043,455285818035.125
Austria,AUT,GDP per capita (constant 2005 US$),NY.GDP.PCAP.KD,46123.4911031965,46858.0432733717,48065.3165411898,48172.2381151452,47901.366129632,47842.7489082353,47789.3850154389,48259.9375956173,49112.7328902854,50019.8702125281
Austria,AUT,GDP per capita (current US$),NY.GDP.PCAP.CD,47963.1794023217,46858.0432733717,51374.9584066934,48567.69528642,50716.7087062864,51717.4959405515,44178.0473777432,45237.8050921543,47431.630607607,51461.9547804677
Austria,AUT,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,42656.8546897355,43336.1980012617,44452.7327457999,44551.6181062599,44301.1048287695,44246.8932711527,44197.5402025482,44632.7261036249,45421.4253996812,46260.3823826199
Austria,AUT,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,40926.5237645676,42006.0468807427,44452.7327457999,46457.3457770311,47922.0491207455,48799.7154676985,49879.2664728545,51809.5136270202,53937.0663797317,55454.689293289
Austria,AUT,"GDP, PPP (constant 2011 international $)",NY.GDP.MKTP.PP.KD,355899916840.528,362438131708.544,373031463577.163,375569739671.208,375665527652.411,378149701789.275,381986036511.023,389941309902.305,399597987767.772,409267314573.187
Austria,AUT,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,341463207034.964,351313540506.591,373031463577.163,391635006784.26,406370494341.228,417059741085.658,431091486465.673,452642519800.751,474514901322.07,490609688001.231
Austria,AUT,GNI (current US$),NY.GNP.MKTP.CD,399998888580.161,395170908981.876,432573889519.503,409838651404.764,431228759906.245,442578740324.175,378058128962.087,395197917596.426,413575351105.782,454036222862.093
Austria,AUT,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,49000,49610,50590,50060,50700,50370,47450,46220,45120,49310
Austria,AUT,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,40910,42360,44600,46500,48050,48860,49390,51810,53460,55300
Austria,AUT,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,341315238549.098,354252259996.343,374289188740.567,392030460346.489,407466618825.439,417609480255.935,426846890617.193,452608429064.411,470298846568.345,489263141560.108
Austria,AUT,"Gross enrolment ratio for tertiary education, adjusted gender parity index (GPIA)",UIS.GER.5T8.GPIA,,,,,1.16431,1.16148,1.16177,1.15833,1.15585,1.16298
Austria,AUT,"Gross enrolment ratio for tertiary education, both sexes (%)",SE.TER.ENRR,68.11265,75.62378,78.49945,78.93891,79.6554,79.1587,80.71942,83.45495,85.05714,86.68835
Austria,AUT,"Gross enrolment ratio for tertiary education, female (%)",SE.TER.ENRR.FE,,,,,86.94741,86.27942,88.00541,90.82589,92.4615,94.63156
Austria,AUT,"Gross enrolment ratio for tertiary education, male (%)",SE.TER.ENRR.MA,,,,,72.6608,72.34681,73.76899,76.44529,78.0511,79.20825
Austria,AUT,"Gross enrolment ratio, early childhood education, adjusted gender parity index (GPIA)",UIS.GER.0.GPIA,,,,,0.99621,0.99418,1.02869,0.9953,0.9892,0.99123
Austria,AUT,"Gross enrolment ratio, early childhood education, both sexes (%)",UIS.GER.0,,,,,58.10186,59.28582,60.33567,61.84919,62.13693,62.09167
Austria,AUT,"Gross enrolment ratio, early childhood education, female (%)",UIS.GER.0.F,,,,,57.98854,59.10795,61.23935,61.69927,61.78955,61.81014
Austria,AUT,"Gross enrolment ratio, early childhood education, male (%)",UIS.GER.0.M,,,,,58.20927,59.45411,59.48255,61.99047,62.46401,62.35675
Austria,AUT,"Gross enrolment ratio, early childhood educational development programmes, adjusted gender parity index (GPIA)",UIS.GER.01.GPIA,,,,,0.99797,0.99788,1.07853,0.99305,0.99095,1.00385
Austria,AUT,"Gross enrolment ratio, early childhood educational development programmes, both sexes (%)",UIS.GER.01,,,,,15.64025,17.58907,18.49278,20.17023,20.83764,22.19959
Austria,AUT,"Gross enrolment ratio, early childhood educational development programmes, female (%)",UIS.GER.01.F,,,,,15.62396,17.56987,19.27171,20.09785,20.74008,22.24366
Austria,AUT,"Gross enrolment ratio, early childhood educational development programmes, male (%)",UIS.GER.01.M,,,,,15.65567,17.60721,17.75827,20.23842,20.92958,22.15799
Austria,AUT,"Gross enrolment ratio, lower secondary, both sexes (%)",SE.SEC.ENRR.LO,102.35266,101.90107,101.70863,100.26419,99.49875,99.54423,100.08587,101.60547,102.14614,102.00421
Austria,AUT,"Gross enrolment ratio, lower secondary, female (%)",SE.SEC.ENRR.LO.FE,102.04443,101.77474,101.51055,99.94837,99.39016,99.06939,99.68816,101.0289,101.42035,101.87647
Austria,AUT,"Gross enrolment ratio, lower secondary, gender parity index (GPI)",UIS.GER.2.GPI,0.99414,0.99758,0.99621,0.99387,0.99787,0.99073,0.99226,0.98897,0.98623,0.99757
Austria,AUT,"Gross enrolment ratio, lower secondary, male (%)",SE.SEC.ENRR.LO.MA,102.6458,102.02123,101.89693,100.56439,99.60206,99.9967,100.46547,102.15607,102.83623,102.12509
Austria,AUT,"Gross enrolment ratio, post-secondary non-tertiary, both sexes (%)",UIS.GER.4,65.10393,65.11367,62.61448,63.5323,20.81147,21.84204,22.39995,22.61833,21.7534,19.56468
Austria,AUT,"Gross enrolment ratio, post-secondary non-tertiary, female (%)",UIS.GER.4.F,82.95001,83.87494,80.44721,81.64409,34.03648,35.5825,36.69788,36.94559,35.49284,31.71869
Austria,AUT,"Gross enrolment ratio, post-secondary non-tertiary, gender parity index (GPI)",UIS.GER.4.GPI,1.72543,1.77556,1.76253,1.76351,4.13244,4.0434,4.14432,4.08094,4.05182,3.92219
Austria,AUT,"Gross enrolment ratio, post-secondary non-tertiary, male (%)",UIS.GER.4.M,48.07485,47.23869,45.64302,46.29633,8.23641,8.80015,8.85499,9.0532,8.75972,8.08699
Austria,AUT,"Gross enrolment ratio, pre-primary, adjusted gender parity index (GPIA)",UIS.GER.02.GPIA,1.00948,0.99521,0.99756,0.98974,0.99451,0.99221,1.01842,0.99549,0.98961,0.99036
Austria,AUT,"Gross enrolment ratio, pre-primary, both sexes (%)",SE.PRE.ENRR,97.18798,100.72959,100.81418,103.59786,100.18848,101.01944,102.5314,104.22311,104.38375,103.29884
Austria,AUT,"Gross enrolment ratio, pre-primary, female (%)",SE.PRE.ENRR.FE,97.6627,100.48172,100.68808,103.05027,99.90553,100.61403,103.51175,103.98052,103.82226,102.78301
Austria,AUT,"Gross enrolment ratio, pre-primary, male (%)",SE.PRE.ENRR.MA,96.73672,100.96532,100.93407,104.11838,100.45715,101.40362,101.60484,104.45176,104.91191,103.78334
Austria,AUT,"Gross enrolment ratio, primary and lower secondary, both sexes (%)",UIS.GER.12,101.32812,100.88463,100.75209,100.42741,100.33493,100.56446,101.02437,101.93021,102.62363,102.65418
Austria,AUT,"Gross enrolment ratio, primary and lower secondary, female (%)",UIS.GER.12.F,100.89326,100.49907,100.4138,100.05537,100.00093,100.15825,100.58825,101.50521,102.18342,102.45351
Austria,AUT,"Gross enrolment ratio, primary and lower secondary, gender parity index (GPI)",UIS.GER.12.GPI,0.99166,0.99257,0.99347,0.9928,0.99352,0.99214,0.9916,0.99189,0.99168,0.99621
Austria,AUT,"Gross enrolment ratio, primary and lower secondary, male (%)",UIS.GER.12.M,101.74175,101.25131,101.0737,100.78134,100.65294,100.95147,101.43986,102.33466,103.04082,102.84357
Austria,AUT,"Gross enrolment ratio, primary and secondary, both sexes (%)",UIS.GER.123,99.81661,99.10588,98.57676,98.69585,99.82575,100.28238,100.85435,101.38075,101.31081,101.0429
Austria,AUT,"Gross enrolment ratio, primary and secondary, female (%)",UIS.GER.123.F,98.00852,97.49311,97.04283,97.23754,98.42454,98.8406,99.43114,99.90481,99.81944,99.67925
Austria,AUT,"Gross enrolment ratio, primary and secondary, gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.96524,0.96872,0.97008,0.97157,0.97297,0.97232,0.97283,0.97199,0.97173,0.97409
Austria,AUT,"Gross enrolment ratio, primary and secondary, male (%)",UIS.GER.123.M,101.53811,100.64069,100.03572,100.08321,101.15909,101.6543,102.20806,102.78363,102.72384,102.33074
Austria,AUT,"Gross enrolment ratio, primary to tertiary, both sexes (%)",SE.TOT.ENRR,93.90262,95.73573,96.04151,96.064,94.25645,94.34408,95.24667,96.58983,97.15336,97.48242
Austria,AUT,"Gross enrolment ratio, primary to tertiary, female (%)",UIS.GER.1T6.F,,,,,96.59135,96.63713,97.63301,98.94495,99.43515,99.89054
Austria,AUT,"Gross enrolment ratio, primary to tertiary, gender parity index (GPI)",UIS.GER.1T6.GPI,,,,,1.04958,1.0486,1.0501,1.04869,1.04677,1.04916
Austria,AUT,"Gross enrolment ratio, primary to tertiary, male (%)",UIS.GER.1T6.M,,,,,92.02859,92.15817,92.97459,94.35092,94.99239,95.21032
Austria,AUT,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,100.20248,99.78978,99.7387,100.59906,101.21012,101.62819,101.99748,102.26436,103.11315,103.31685
Austria,AUT,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,99.62869,99.125,99.25192,100.1678,100.63965,101.29374,101.52334,101.99711,102.96837,103.04343
Austria,AUT,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.98889,0.98708,0.99052,0.99167,0.98905,0.99359,0.99097,0.99492,0.99727,0.99488
Austria,AUT,"Gross enrolment ratio, primary, male (%)",SE.PRM.ENRR.MA,100.74835,100.42201,100.20151,101.00969,101.75374,101.94677,102.44831,102.51779,103.2499,103.57422
Austria,AUT,"Gross enrolment ratio, secondary, both sexes (%)",SE.SEC.ENRR,99.64985,98.80721,98.06147,97.84332,99.19738,99.66308,100.321,100.96302,100.45521,99.95784
Austria,AUT,"Gross enrolment ratio, secondary, female (%)",SE.SEC.ENRR.FE,97.30874,96.7808,96.06344,95.92413,97.41803,97.71083,98.45524,98.91741,98.3281,98.07799
Austria,AUT,"Gross enrolment ratio, secondary, gender parity index (GPI)",SE.ENR.SECO.FM.ZS,0.95513,0.96073,0.961,0.96243,0.96559,0.96248,0.96434,0.96121,0.95955,0.96404
Austria,AUT,"Gross enrolment ratio, secondary, male (%)",SE.SEC.ENRR.MA,101.87961,100.73624,99.96218,99.66845,100.88945,101.51981,102.09594,102.90952,102.47356,101.73599
Austria,AUT,"Gross enrolment ratio, upper secondary, both sexes (%)",SE.SEC.ENRR.UP,97.20628,96.05919,94.8294,95.68707,98.92463,99.7727,100.54135,100.35442,98.85204,98.01917
Austria,AUT,"Gross enrolment ratio, upper secondary, female (%)",SE.SEC.ENRR.UP.FE,93.03337,92.34922,91.23925,92.34128,95.63243,96.45546,97.29608,96.91001,95.39032,94.478
Austria,AUT,"Gross enrolment ratio, upper secondary, gender parity index (GPI)",UIS.GER.3.GPI,0.91943,0.92726,0.92868,0.93397,0.93708,0.93717,0.93898,0.93524,0.93401,0.93203
Austria,AUT,"Gross enrolment ratio, upper secondary, male (%)",SE.SEC.ENRR.UP.MA,101.18597,99.59389,98.24662,98.87013,102.0541,102.92204,103.61914,103.62082,102.13039,101.36751
Austria,AUT,"Gross intake ratio to the last grade of lower secondary general education, adjusted gender parity index (GPIA)",UIS.AIR.2.GPV.GLAST.GPIA,1.00261,1.00519,1.01028,1.00224,1.0164,1.00247,0.99744,1.0137,0.98759,1.01974
Austria,AUT,"Gross intake ratio to the last grade of lower secondary general education, both sexes (%)",SE.SEC.CMPT.LO.ZS,100.02937,101.87132,101.71398,99.30486,97.33421,96.90894,96.22541,97.17982,97.67306,97.46355
Austria,AUT,"Gross intake ratio to the last grade of lower secondary general education, female (%)",SE.SEC.CMPT.LO.FE.ZS,100.16356,102.14311,102.25299,99.419,98.16005,97.03168,96.09902,97.86574,97.0487,98.46094
Austria,AUT,"Gross intake ratio to the last grade of lower secondary general education, male (%)",SE.SEC.CMPT.LO.MA.ZS,99.90176,101.61284,101.20147,99.1964,96.54978,96.79227,96.34576,96.52494,98.26787,96.51756
Austria,AUT,"Inbound mobility rate, both sexes (%)",UIS.MSEP.56,17.26516,17.80005,17.63254,14.04076,16.75873,15.47035,15.89104,16.34874,17.18621,17.49413
Austria,AUT,"Inbound mobility rate, female (%)",UIS.MSEP.56.F,,,,,16.72035,15.32562,15.8288,16.3319,17.31226,17.62776
Austria,AUT,"Inbound mobility rate, male (%)",UIS.MSEP.56.M,,,,,16.80277,15.63548,15.96188,16.36777,17.04491,17.3438
Austria,AUT,Internet users (per 100 people),IT.NET.USER.P2,73.45,75.17,78.7399931,80.02999392,80.6188,80.99582496,83.94014193,84.32374257,87.93558659,87.71046495
Austria,AUT,Labor force with advanced education (% of total labor force),SL.TLF.ADVN.ZS,75.8095016479492,75.245002746582,75.9107971191406,76.5962982177734,76.9093017578125,76.7985992431641,76.8852005004883,76.8841018676758,77.415901184082,76.7076034545898
Austria,AUT,"Labor force with advanced education, female (% of female labor force)",SL.TLF.ADVN.FE.ZS,76.4013977050781,74.6033020019531,76.518798828125,77.7623977661133,78.1363983154297,77.5056991577148,77.3243026733398,77.8626022338867,78.1259002685547,76.8061981201172
Austria,AUT,"Labor force with advanced education, male (% of male labor force)",SL.TLF.ADVN.MA.ZS,75.3734970092773,75.7348022460938,75.4548034667969,75.6985015869141,75.9328002929688,76.173698425293,76.4943008422852,76.0018997192383,76.7631988525391,76.6192016601563
Austria,AUT,Labor force with basic education (% of total labor force),SL.TLF.BASC.ZS,38.1096992492676,37.4766998291016,37.8450012207031,37.2380981445313,36.8368988037109,36.8036994934082,36.3577995300293,37.4990005493164,36.9735984802246,36.9096984863281
Austria,AUT,"Labor force with basic education, female (% of female labor force)",SL.TLF.BASC.FE.ZS,32.1157989501953,31.3328990936279,31.3558006286621,31.2705993652344,30.9699001312256,30.9120006561279,30.3071994781494,30.7954998016357,30.282600402832,30.2329998016357
Austria,AUT,"Labor force with basic education, male (% of male labor force)",SL.TLF.BASC.MA.ZS,48.5768013000488,47.9522018432617,48.9376983642578,47.3700981140137,46.6277008056641,46.7510986328125,46.7335014343262,48.5774002075195,47.7028007507324,47.773998260498
Austria,AUT,Labor force with intermediate education (% of total labor force ),SL.TLF.INTM.ZS,67.3151016235352,67.28759765625,67.0728988647461,67.2621002197266,67.2738037109375,64.2526016235352,63.8912010192871,63.9089012145996,63.6701011657715,63.9790000915527
Austria,AUT,"Labor force with intermediate education, female (% of female labor force)",SL.TLF.INTM.FE.ZS,62.9488983154297,63.2910003662109,63.5008010864258,63.5522003173828,63.5035018920898,59.9319000244141,59.7897987365723,59.5407981872559,59.1063995361328,59.513801574707
Austria,AUT,"Labor force with intermediate education, male (% of male labor force)",SL.TLF.INTM.MA.ZS,71.4294967651367,71.0847015380859,70.4763031005859,70.7939987182617,70.8649978637695,68.3153991699219,67.7083969116211,67.972297668457,67.9509963989258,68.22509765625
Austria,AUT,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,46.0477900367534,46.1393251301631,46.335324551163,46.5071910603353,46.5790575630271,46.7084314130298,46.6744664057139,46.7054643299612,46.6188922827494,46.4255403955435
Austria,AUT,"Labor force, total",SL.TLF.TOTL.IN,4256745,4276558,4305238,4352557,4394140,4412653,4460833,4537043,4566743,4601213
Austria,AUT,"Mortality rate, under-5 (per 1,000)",SH.DYN.MORT,4.4,4.3,4.2,4.1,3.9,3.8,3.7,3.6,3.6,3.5
Austria,AUT,"Net flow of internationally mobile students (inbound - outbound), both sexes (number)",UIS.MENF.56,45700,54174,55586,42580,55071.25,48688.97133,50378.3463,52411.49518,54758.3448,53744.93305
Austria,AUT,"Net flow ratio of internationally mobile students (inbound - outbound), both sexes (%)",UIS.MENFR.56,13.21527,14.05295,13.89101,10.29791,13.02604,11.5589,11.82669,12.15692,12.72354,12.49315
Austria,AUT,Number of years of compulsory pre-primary education guaranteed in legal frameworks,UIS.YEARS.FC.COMP.02,0,0,1,1,1,1,1,1,1,1
Austria,AUT,Number of years of compulsory primary and secondary education guaranteed in legal frameworks,UIS.YEARS.FC.COMP.1T3,9,9,9,9,9,9,9,9,12,12
Austria,AUT,Number of years of free pre-primary education guaranteed in legal frameworks,UIS.YEARS.FC.FREE.02,0,1,1,1,1,1,1,1,1,1
Austria,AUT,Number of years of free primary and secondary education guaranteed in legal frameworks,UIS.YEARS.FC.FREE.1T3,12,12,12,12,12,12,12,12,12,12
Austria,AUT,Official entrance age to compulsory education (years),UIS.CEAGE.1,6,6,5,5,5,5,5,5,5,5
Austria,AUT,Official entrance age to early childhood education (years),UIS.THAGE.0,0,0,0,0,0,0,0,0,0,0
Austria,AUT,Official entrance age to lower secondary education (years),SE.SEC.AGES,10,10,10,10,10,10,10,10,10,10
Austria,AUT,Official entrance age to post-secondary non-tertiary education (years),UIS.THAGE.4.A.GPV,16,16,16,16,16,16,16,16,16,16
Austria,AUT,Official entrance age to pre-primary education (years),UIS.THAGE.02,3,3,3,3,3,3,3,3,3,3
Austria,AUT,Official entrance age to primary education (years),SE.PRM.AGES,6,6,6,6,6,6,6,6,6,6
Austria,AUT,Official entrance age to upper secondary education (years),UIS.THAGE.3.A.GPV,14,14,14,14,14,14,14,14,14,14
Austria,AUT,"Outbound mobility ratio, all regions, both sexes (%)",UIS.OMR.56,4.04992,3.74701,3.74152,3.74276,3.73262,3.9114,4.06427,4.19179,4.46278,5.00107
Austria,AUT,"Out-of-school adolescents and youth of secondary school age, both sexes (number)",UIS.OFST.2T3.CP,25441,34168,32523,35485,43416,39248,35453,29850,31466,34920
Austria,AUT,"Out-of-school adolescents and youth of secondary school age, female (number)",UIS.OFST.2T3.F.CP,19623,22747,22004,23100,20527,18645,16719,14330,14921,15726
Austria,AUT,"Out-of-school adolescents and youth of secondary school age, male (number)",UIS.OFST.2T3.M.CP,17959,23599,23118,25249,22889,20603,18734,15520,16545,19194
Austria,AUT,"Out-of-school adolescents of lower secondary school age, both sexes (number)",UIS.OFST.2,6161,6801,8735,12055,11023,9653,6565,1119,519,1045
Austria,AUT,"Out-of-school adolescents of lower secondary school age, female (number)",UIS.OFST.2.F,2882,3184,4104,5689,5172,4813,3509,1061,402,95
Austria,AUT,"Out-of-school adolescents of lower secondary school age, male (number)",UIS.OFST.2.M,3279,3617,4631,6366,5852,4840,3056,58,117,950
Austria,AUT,"Out-of-school children and adolescents of primary and lower secondary school age, both sexes (number)",UIS.OFST.1T2.CP,14582,14442,18085,17478,14341,11755,8077,1782,668,1188
Austria,AUT,"Out-of-school children and adolescents of primary and lower secondary school age, female (number)",UIS.OFST.1T2.F.CP,7031,7204,8735,8491,6993,5798,4030,1247,402,238
Austria,AUT,"Out-of-school children and adolescents of primary and lower secondary school age, male (number)",UIS.OFST.1T2.M.CP,7551,7238,9350,8987,7348,5957,4047,535,266,950
Austria,AUT,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,8421,7641,9350,5423,3318,2102,1512,663,149,143
Austria,AUT,"Out-of-school children, adolescents and youth of primary and secondary school age, both sexes (number)",UIS.OFST.1T3.CP,33862,41809,41873,40908,46733,41350,36965,30513,31614,35063
Austria,AUT,"Out-of-school children, adolescents and youth of primary and secondary school age, female (number)",UIS.OFST.1T3.F.CP,23772,26767,26636,25902,22348,19630,17240,14516,14921,15869
